id	document
7805417	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
7804109	장선우 감독이 너무 시대를 앞서 가버렸네 아라한 장풍대작전 급은 되는거 같다 이거도 지구를 지켜라 처럼 재평가가 필요한 영화같네요
7799674	보니까 왜 괴작 망작 취급 당하는지 알겠다. 신경좀 쓰지..
7777856	쓰레기
7744963	예전부터 장선우 영화를 볼때마다. 작품성 있는 척할려고 황당한 장면들이나 건너뛰기등의 무리수 연출을 자주했었고, 특유의 지루함있는데 이영화에 그모든 단점연출을 총망라해 100억을 꼴아박았다. 결론은? 평점이 말해주지않는가
7710335	1점도 아까운 망작.대한민국 실패영화 중 당당하게 3위를 차지한 망작.장르도 알수없고 무작정 효과만 넣은것 같다.
7656209	감독이 불교사상을 영화에 넣었더라는 것만으로도 영화 투자자들은 만족해야 한다라고 말했던 그 영화. 그리고, 영화계를 떠났다. 어의 없는 영화였음.
7654980	노잼
7630798	짜장면 맛좀볼래? 두두두두두두두두두두두
7625757	적당히 개같은 영화가 아닌 제대로 쳐돌은 영화는 10점만점에 10점줘야 마땅하지 않겠습니까?
7590315	별 0개도 주기싫은데 최소가 1개라서 1개라도 줄 수 밖에없는 영화
7585078	이거도 ?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
7568242	으리!
7568222	짜장면씬은 10년이 지나도 내 머리속에서 사라져지지 않는 씬이다..
7545283	으리으리!
7544915	ㅋ
7540178	다세포소녀보단 높네
7539425	중국무용수 진싱이 나와 되도않는 액션과 느닷없는 춤 추는 클럽씬에서 박장대소... 성냥팔이 재림의 난데없는 총질은 속이 다 시원했다 ... SF 컬트?... 암튼 난 대박 재밌게 봤다시마 !!!
7477886	으리으리
7471101	의리있는 사람만 이영화 만점준다 나는 의리가 있어서 만점 주겠다
7470120	일베OO년들아 이건 왜 의리냐
7443461	으리~~
7437677	한국의 피터잭슨 장순영 감독님의 110억이 들어간 명작.. 까다롭다는 CJ엔터테인먼트가 배급을 맡았을정도니 완성도는 두말하면 잔소리.. 시대를 너무앞서간 영화
7433888	의리가 있는 사람이라면 3대 영화는 꼭 봐야 합니다.영웅, 클레맨타인,성냥팔이 소녀의 재림!의리가 없는 사람은 볼자격 없음
7424538	이 영화도 언젠가 재평가 받을 날이 올 것이다. 클레멘타인, 영웅과 함께
7415007	의리의리의리의리의리
7414201	어릴때ㅋㅋㅋㅋ순전히 임은경 언니가 이뻐서 봤던 영화다ㅠㅠ 이땐 진짜 이쁘고 매력 터졌는데ㅠㅠㅠ언니ㅠㅠㅠㅠ지금도 이쁘긴한데 이 때가 진짜 레알이었어요ㅠㅠㅠ
7412356	의리 ㅠㅠ 정말 감동적이고 가슴 뭉클합니다... 스펙타클한 액션까지..
7410538	새로이 고등어를 재평가 한다 지상 최고의 무기 고등어 집접 보고 평가해라..!
7403087	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
7397954	데스워터 만하겠니
7389921	재미없다
7381040	아나 시부랄놈들아 으리드립좀 그만쳐 ㅋㅋㅋㅋ
7377468	으리가 넘치는 영화! 감동적인 으리영화! 으리으리으리!!!!~
7377121	의리!!!
7367501	의리!
7363724	불후의....음...
7358041	한국판 블레이드러너. 오리엔탈리즘을 기조로 전개하는 색다른 동양적 포스트모던의 재림. 10년 후 재평가될 한국sf영화의 비운의 명작
7336778	그나마 제작비가 적게 들어갔다면 이해하겠는데....이거 찍은놈들은 뭔 땅파면 돈이 나오나?
7327131	일단 10점
7318851	최고다
7311106	탕수육소스에 얼굴담겨볼래???
7303845	감동의 연속...돈주고 본게 눈물난다...
7303488	내인생 최고의 영화!
7303073	짬뽕으로 맞고싶어요
7301728	영화보면 2시간 날린거 ㅇㅇ
7283648	와 보다 눈물쏟을뻔 ㅠㅠ 한국영화의 큰 자산이 여기있었네
7283210	일베 짜장면으로 맞아볼래??
7278519	이건 절대 나혼자 볼 수 없다
7272463	1점준놈들은 이거 안본놈들임
7226151	죽기전에 꼭 봐야 할 영화.많은 사람들이 한국영화는 클레멘타인 이전과 이후로 나뉜다고 하지만,나는 성녕팔이 소녀의 재림이 더 적합하다고 생각한다.
7224210	장선우 골로보낸영화 제작비 백억 넘었었나? ㅋㅋ 지금으로 치면 이백억
7212013	대한민국에서 게임판타지를 영화화한것은 처음이다. 뭐 그렇다고.알바들은 1점 주고 있지만, 그만큼 이 영화가 다른 영화들에게 큰 영향을 끼쳐서 견제하고 있다는 뜻일거다.
7208620	택시기사의 어이없는 연기와 이상한 음악 내 아까운 시간....
7205719	기억난다 사촌네 집에서 재미있게 봤었지 ...
7204567	난 감독님이 말한 고수이상의 수준이라 이영화를 정주행하고 인생이 바뀌었다 욕점 하지마 나 알바 아니야 순수하게 평점 주는거야
7194149	아니 왜 이런 영화에다가 알바를 하는거죠?
7193445	알바들 또 별1개작업하고있네요 이런 명작 처음봅니다 꼭 한번 보시길 바랍니다 유쾌하게 웃을 수 있어요 ㅎㅎ
7189537	완전 쓰레기 영화.
7182849	이런 명작을 볼줄 모르는 당신들이 한심하군요 ㅉㅉ
7182810	Damn !!!
7182755	이런 똥은 내인생에 다시는 없을듯...
7156960	괴작 of the 괴작. 1점도 아깝다 -_-;;
7141116	내인생최고의영화단연코 훗날 진가를 발휘할날이오길
7137168	에고 라면 언제 익나...
7134580	온라인. 가상현실. 사이버스페이스. 디지털자아. 시대를 앞서가고도 연출의 디테일 미달로 저평가 받게된 아쉬운 작품
7122173	나 혼자보기 아까운 대한민국영화TOP3 선정을 축하합니다부디 많은분들이 함께 공유하고 감동받았으면 좋겠네요
7119850	감독 개쓰렉이 생키
7119412	아껴두었다가 죽기전에 봐야지
7090072	여기가 전설의 고등어 아이템이 나오는 영화인가요?
7072316	짱 재밌어요 ㅎㅎ
7000621	이영화 죽기전에꼭봐야살 최악의영화
6989734	OO 전에 얼마나 멘붕했으면... 갑자기 생각나서 평점 줍니다. 저 같은 분들 많으시네여... 살다살다 이게 뭔 백십억짜리 영화인지..
6947711	충무로를 운지시킨 희대의 명작
6911216	대한민국 영화界의 大참사... 들어간 제작비와 배우들의 열연을 생각해 1점은 못주겠더라
6866177	뭐야이거
6859731	김진표는 그당시 영화에 출연했던 사실 기억할까?잊고싶을거야... 이영화 이후로 장선우 감독영화 안보기로 마음 굳게먹었음.
6853657	괴작의 재미는 있다. 끝까지 보긴 좀 힘겹다만.
6801322	느닷없이 생각나서 찾아와 별점줍니다. 꽤오래전에 본영화. 나의평점은~~
6796858	칠광구보다 좋네.
6775774	무슨 내용인지 아시는분 있습니까??
6770256	진짜 600억?
6766896	나쁘진 않은데..?
6763213	성냥팔이 소녀가 재림할지라도,1점은 면할 길이 없겠다.개봉한지 10년이지난후인데도,장선우를 아직도 실업자신세로 만든 졸작.장선우~~노숙자 안된것만도,천만다행이다.자기자신이 제작자로 나서서,제작비 전액은행대출 받았으면,일가족집단변사라는,참사를 불렀을꺼다
6754601	차라리 평점이 없으면 되겟다
6745575	600억이나 들였다던데..그 돈 다 날린거네요?;;;
6712932	이렇게 별표평점 조차 이영화에게는 사치스럽다
6702511	나 혼자 죽을순 없다. 꼭봐라 ^^ OO 내 세상에 살다 살다..
6684369	나 혼자보기 아까운 대한민국영화TOP3 선정을 축하합니다부디 많은분들이 함께 공유하고 감동받았으면 좋겠네요
6666132	ㅋㅋㅋㅋ 에휴...
6662335	진표형때문에 차마 1점줄순 없었다
6652793	짜장면 장난감 총... 끝!
6651923	병맛 ㅋ
6643129	불쌍해서 10점준다
6635784	성소참배
6628110	중학생때 본건데 게임을 소재로 한것 자체는 신선했는데 요즘 초딩들도 코웃을 칠 영화;
6589092	ㅋㅋㅋㅋㅋㄱㅋㅋㅋ아쓰레기
6568265	제임스카메론: 세계의 영화사는 이 영화 이전과 이후로나뉜다
6566458	밥먹으면서 보다가 국에 세수하게 만든영화 ^^감사합니다 7일동안 세수안하고 있었는데
6488323	이거 나만볼수 없다 별점 10개줘라 ㅅㅂ
6482346	이게 다 모자란 제작비 탓이다.
6478938	이것도 영화라고
6477210	최고의 작품 강추합니다 제가 불면증이 있는데 5분안에 바로 잠들었습니다감독님 감사합니다.
6476200	지금도 투자받기 어려운 백억대의 제작비로 무엇을 했는지 알수없는 영화. 감독은 영화 접었는지 제주도 카페 운영중...
6436707	이런명작은10점주어야지
6431705	나 이거 극장에서 봣다
6424541	평점이 1점아니면 10점이야 ㅋㅋㅋㅋㅋ
6422169	짜장면으로 맞아볼래?
6410910	기억나는건 고등어인가 아이템에서 레이져 나가는것뿐 우묵배미의 사랑은 최고던데
6405249	내 생애 최악의 영화.. 끝까지 무슨 내용인지도 모른채 봤다.
6382962	꼭보세요 밑에꺼 다 낚시에요
6373736	배경음이 진짜 이해가안된다
6373599	뭐라 할 말이 없다.. 기억나는게 짜장면 뿐..
6351588	그래, 이건 그냥 짜장면 영화야
6345908	짬뽕으로 맞아볼래??
6337601	너 이새끼 짜장면으로 맞아볼래? ㅋㅋㅋㅋㅋㅋ 이거 쩔던뎈ㅋㅋㅋㅋㅋㅋ
6330478	짜장면으로 맞아볼래? 는 평생 잊을수가 없다 ㅋㅋㅋㅋㅋㅋㅋ
6325681	모두를 성냥팔이로 만든영화......... 감독, 배우, 제작자, 엑스트라 까지도....ㅋㅋ
6300086	교훈을 주는 심오한 영화 세상은 돈이 다가 아니다 라는걸 감독이 직접 보여줌
6267638	ㅋㅋ아쉽
6266549	구반문촉. 선입견 깔고봐도 오락영화로 손색없음
6250633	실험정신이라지만 이건 너무하잖아
6244001	쓰레기. 이거보느니 자살 추천
6239741	완전히달라 스케일이
6236519	초등학생때 봐서 그런지 당시는 진짜 재밌었는데..이때부터 가상현실에 빠졌다.
6149779	처음엔 헛웃음이 나중엔 눈물이...
6149366	한국영화계에 일어난 재앙..........
6132155	다세포 소녀의 방어율을 넘어서야 한다 !!
6126582	진짜.. 100억이라니..
6125567	최고의 영화
6112255	불쌍하다 평점 좀 높여주자
6111133	안보고 걍 해야지
6103075	최악의 영화
6102381	저도 성지순례 다녀갑니다.
6091016	7% 못해서 죄송합니다
6087885	야 니가 짬뽕국물 서비스로 달라했지?
6082951	솔직히 최저평점영화는 아니다. 킬링타임영화로 좋았다. 감독의 능력이 조금 아쉽다.
6079356	맞어 이 목소리야 니가 짬뽕국물 서비스 달라고 그랬지? 다다다닫다ㅏㄷ
6076326	내인생 최고의영화.. 잊지않겠다..
6074663	짜장면으로 맞아볼래?
6074545	불쌍하다 ㅠㅠ 그래도 어쩌겠음.. 똥은 똥인뎈ㅋ
6074246	불쌍해 ㅠㅠ
6072972	성지순례 왔습니다 ㅋㅋㅋㅋㅋ
6063086	줄거리만 보면 괜찮다. 10년이 지난 지금, 다른 감독이 만들었다면.....
6043697	영화로 인해 배우까지 망한 특이한 케이스. 임은경 당시 탑이였는데. 훅감 ㅋㅋ
6036388	천사몽과 용호상박, 국내 최악의 영화중 하나
6030007	충무로의 전설
6025653	참신하다
5997651	10점주는이유는 불쌍하니까ㅎㅎ액션씬은볼만했지만점점갈수록스토리막장ㅗㅗOO먹겅
5996611	이게왜 1점임 이런 명작을 천년이가도 만년이 가도 이런 영화는 다시 안나옴 희귀함
5973696	완전 시간낭비,돈낭비
5973241	공짜라도 안 볼 영화
5963981	초등학교때 봤는데 정말 잊혀지지 않는 최고의 명작
5952234	진짜 재밌게봤었는뎁!!
5930392	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 장씨 수고하소
5928382	이런 똥은 난생처음. 도저히 이해가안가는 전개하며 뜬금없음류 최고네요
5897436	이 영화가 장감독이 영원히 재기를 못하고 잠적타게 만들어 버렸다는 그 전설의 영화?
5893082	짜장배달씬으로 만점!!!!!
5791054	성냥팔이 소녀의 재림
5784514	7광구 보고 생각나서 바로 왔습니다 ㅋㅋㅋ
5779005	도대체 얼마나 많은 사람들이 이 영화로 인생 내리막을 걸었을까?...................
5736982	영화는 별로지만 현성이라는 배우가 매력있어서 5점.
5736348	제 점수는요 10점
5718360	200만원짜리 라면을 끓였는데요.. 평범한 라면 맛은 고사하고 바퀴벌레 맛이나요
5711464	성지순례 왔습니다.. 이영화가 영화계의 전설이라면서?
5704054	진짜영화보다나왔다내가29년을살면서영화보다뛰쳐나온거가문의영광과이거였다.
5690140	이 영화를 보고 내안의 예수가 재림하셨어..
5676274	기획사조차 망해서 없어져버린 최악의 영화 연기도 못하는 임은경 데리고 망한 영화
5676183	이영화를 뒤이을 영화가 드디어 나왔다구~~7!!!광!!!구!!!
5674118	짜장면으로 맞아볼래?
5670332	7광구 개봉기념 성지순례
5662745	나는 7광구다.
5647410	이럴시간에 아이디하나 더 가입해서 클레멘타인 9.9만들어라 그거 전설로 가자고! 얍!
5637280	날 로그인 하게 만드는 영화
5636081	이거 3.15 ㄱㄱㄱ
5636077	우와 ~~~~~~~~~~~~~~~~~~~~~~ 존나 재미없다 ㅡㅡ
5635853	힘내세요
5635593	맙소사 이게 정녕 2002년 작품이란말인가!
5635102	고등어만 기억난다.
5631664	7광구보 나서 이런 좋은영화가 ㅠ
5629935	이건 그냥 쓰레기...
5628031	7광주처럼 200억들었다면 재림은 최고의 명작이 될텐데..
5626142	ㅋㅋㅋ성지순례
5624815	이게 진짜 2002년 작품인가..;
5624812	제작비는 오바인것같지만 재미는 100억 그 이상으로 재밌다
5624811	이런 대작이 잊혀져간다는게 아쉽다
5624806	이건 희대의 명작
5623591	진짜 대작임 ㅇㅇ 그당시 그래픽이 어떻게 그렇게 디테일한지 놀람
5618061	정말 대작이다. 100억이 들어갔을만하다
5615942	7광구에 비하면 양반이제
5598707	100 억의 제작비는 전부 사과상자에 들어갔냐 ?
5590874	무모하고 어설픈 실험정신이 빚어낸 참극, 100억이 쓰레기통에 처박히다
5579900	영화보다 관람평들이 더 웃겨..
5576015	김진표는 뭔죄여 ㅋㅋㅋㅋㅋㅋㅋㅋ
5575817	감히 내가 생각하는 인셉션을 뛰어넘는 한국 최고의 영화.
5563962	이건 너무했다.
5561914	말로 듣던 것 보다 더 심한 영화. 표현하고 싶은데 표현할 말이 없는 그런 영화. 최악
5561218	두말할 필요없다.
5527299	나도 동참하자
5526216	영화 신고하기 없나
5525892	그냥 지금까지 내기억속엔 이상한 영화 도무지 이해 할수 없는 영화로 남아 있다...
5513750	0점은없어?..;
5511321	아하하 거의 10년전이지만 아직도 영화표값이 아까워
5506058	난 내가 어려서 이해 못한건줄 알았었어 근데 그냥 쓰레기더라구
5505238	이건 이것저것 다 용서해주더라도 기본적인 재미가 없다.
5502790	이건 어릴때 봤을때도 볼만한게 아니었다
5478491	이 영화를 보고 현재까지의 내 삶을 반성하게 된다. 시대의 명작이다.
5477842	내 생애 최고의 영화를 뽑자면 클레멘타인, 다세포소녀 그리고 이 영화를 뽑겠다.
5461944	나에겐 125분, 장선우에게 남은 인생 전부를 쓰레기로 만든 영화.
5458897	OO 쓰레기
5452405	임은경 물어내~~~ㅠㅠ
5417834	장선우 씨발 계세끼 면상 구조가 어떤지 궁금하다 .존나 더러운 영화
5412529	이런영화 또 없나~??
5409317	월드컵의 여운에 묻혀버린 비운의 명작... 탄탄한 스토리와 화려환 화면
5405355	이건 뭘 모르는 사람들이 낮은 점수 주는 영화..
5373848	그런데 생각보다 재밌긴 했어요...
5349424	액션신비극을 꿈꿨으나, 액션비극으로 끝난 영화.
5341702	재앙
5329180	이 xx년 말하는 싸가지좀 보소 짜장면으로 맞아볼래?
5289085	쓰레기를 좋아하시는 분에게 강추!!
5269894	그냥재밋음ㅋㅋㅋㅋㅋㅋㅋ아니웃김ㅋㅋ
5241562	물타기 하지마
5183511	돈으로 똥 닦기
5178469	제밌음. 장난전화한 엔터테인먼트 회사장면이 대박!
5129918	2011년에 나온 라스트 갓파더보다 이게 더 잼있다에 1표다~~!별점반개말고한개는준다
5127191	시도는 대단한 게 아닌지요.
5102774	본격 돈 태운영화
5098573	임은경을 없애버린 영화다 ㅠㅠ
5097445	ㅠㅠ
5074389	군대에서 다 잘 때 끝까지 봤던 영화. 영화 보고 후회하긴 처음.
5070768	분명한건 난 이 영화를 재미있게 봤다는거다
5049350	다들 까니깐 안봣지만 나도 까야지 .OO
5014957	감독자신도 찍으면서 아니다싶었겠지ㅠ 하지만 STOP하기엔 때는 늦었고 결국..ㄷㄷ
5003545	긴급조치19호에 버금가는 최악 비됴로봐도 열받을 판국에 극장에서 봤다...ㅡㅡ
4998984	정말 미스테리가 뭔지 알아? 그 잘난 그들만의 리그 대종상에서 3개나 수상했다는거
4978384	OCN에서 해주는거 봤는데 30분보고 돌렸습니다 별하나 주기도 아까운 영화네요
4960960	ㄴㄴ
4958296	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아OOㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
4945583	귓가에 울려퍼지는 드림스 컴 츠류..
4945446	썅...
4941664	난 경기도 안양의 이준영이다!
4940751	성지순례아닌 성소순례 해봅니다
4938924	임은경 없애버린 영화
4922257	이런 졸작을 만들기도 힘들다
4897927	구원이 필요한 영화
4897792	이런명작은 다시 없습니다. 그 당시 극장에서 못본게 안타까울 따름이네요.
4884816	진표형 랩 안하고 이거찍다 인생허비햇음 그시간에 연습햇으면 쩝; 고등어땜애 추랔ㅋ
4868925	감독나와
4863230	미친다 미쳐..
4839050	주말의 명화로도 나오지 말았으면 합니다.
4836398	잘봤어요
4823066	그 옛날 나에게 엄청난 파장을 준 영화인데..
4821838	그 많은 돈은 어디로?
4809671	다세포소녀 이겻잖슴 ㅋㅋ
4798026	쓰레기
4739299	무감각
4730272	고등어가 대박이지
4705988	열받음..임은경 추락하는데 한몫한 거지영화 ㅅㅂ
4702146	임은경 참.. 영화고르는 눈 상실됬냐?
4698524	불쌍하다 평점 좀 높여주자
4697754	백억팔이소녀의재앙
4694502	인셉션보다 약간 아쉬운 영화
4683671	아무리 기발한 이야기더라도 만듦새가 이꼴이라면....
4678452	제작사 하나를 파산시킨 대단한 영화
4671941	ㅡ;
4664590	내가 더 잘만들겠다
4635947	쓰레기 대박
4635854	정말 죽기전에 봐야할 영화임 ㅇㅇ
4615311	당시 떠오르는 별 임은경을 추락시킨 영화 멋찌다!!
4599600	오랜만에 꿀맛같은 잠을 줬음
4594292	고등어!~
4564932	ㅋㅋㅋㅋ아놔 진짜구린가봐
4557921	평점 보고 웃은거 처음이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
4520608	1점조차 아까운영화! 이영화가 처음이다.!!
4461343	멀 믿고 맡긴거여?..장선우가 연출력이 있었던가?..편집은 누가 했을꼬?
4454279	미안하다. 클레멘타인이 먼저다.
4449924	아 시바 할말을 잃었습니다
4447423	보진 않았지만 사람들이 하도 욕해서 나도 욕함. 씨발
4446789	굿!!!
4442549	02년 영화가 아직까지 평점이 매겨진다는 자체로 시공을 초월하는 명작
4426920	졸작이여 영원하라 2人
4423130	넌 내인생을 두시간이나 낭비시켰어
4410990	졸작이여 영원하라
4410734	좆 to the 망
4406177	웰컴 투 OOO기 . . .
4392209	재밌네 인생허비했네
4376992	OO같은 영화~
4356612	3/14일 9이닝 1실점 호투 성냥팔이소녀의재림
4349437	인생에서 가장 쓰레기영화를 보고싶다면 보세요~
4342783	방어율 유지하자 ........
4337296	방어율 어디로 도달하냐?
4336139	뭘 말하고 싶은거임?... ㅡㅡ... 주제를 아직도 모르겠음
4336119	아 OO...중3때 완전 낚여서 내돈내고 본 영화ㅠㅠㅠㅠ
4322033	별 0개짜리가 없는게 아쉽네..
4282372	끝까지 안본 몇안되는 영화중에 하나
4273271	최고의 영화. 일주일을 망치고 싶을때 보는 영화. 잠이 안올때 보는 영화.
4264613	짜장면을 시킬 때마다 이 영화가 생각납니다..
4260958	장선우를 골로 보낸 한방의 영화!!
4260621	극장가서 볼려고했지만 돈이 없어서 난 살아남았어??
4226778	허......매트릭스 보다도 뒤에 개봉했었구나 ㅠ ㅠ 이럴슈가;;;
4220948	내인생 역대 최고의영화
4209668	초3인가 초5때 이거 15초 보고 쓰레기라고 했던 기억이... 임은경 다시 뜨라고 10점
4206391	비디오가게에서 한참동안 찾아서 집에서 감상햇습니다. 나만 돈 버릴순없지
4197043	극 장 가 서 봤 다 ... OTL
4188562	100억 짜리 고등어
4186790	개봉당시에는 딱 3점짜리 영화 하지만 20년 후에는 5점이 될 영화 ㅡㅜ
4074826	바둑TV가 참재밌는 채널이란걸 느낀영화 대작ㅋㅋ
4067361	대작임 ㅇㅇ
4015342	존나 재밋네..
3948906	ㅇㅇ이거조내잼잇음 ㅇㅇ대작임쓰1레기
3920400	그야말로 재양이었도다.
3906735	개인적으로는 흥미로웠습니다.
3900303	매트릭스의 망령이 단점. 블록버스터로는 실패지만 SF컬트물로는 가치가 충분하다.
3899817	정말 이런영화... 아니, 이거 영화라고해도되나?
3899450	정말 이런 영화 부끄럽다
3894103	우웩
3836577	진짜 할 일 없을 때 봤는데 시간아까웠다... 그래도 님스 섬보단 낫다
3826482	이 영화를 당시 극장에서 보았다. 그 충격을 잊을수가 없다. dvd로 사서보길 바란다
3823539	rpg 게임 요소를 가미한건 볼만했지만.. 스토리 엔딩이 조금 뻔했다.. (한번 자버린)
3800555	8월 24일짜에 댓글이 전부 별점 10점이네 -_-
3790883	만약 이영화가 매트릭스보다 먼저 나왔다면 난 10점을 주었을것이다
3782633	코등어의 힘을 알수있는 영화
3782631	어떻게 이런 영화가................ you win
3782628	자장ㅋ면
3782622	100억이 아깝지 않은 영화... 레알 돋는다...
3782620	엄청 재밋습니다......
3782612	이 영화를 다 본자만이 볼 수 있는 문구. You win.
3782607	코등어 쩝니다...
3782604	이영화의 잔잔함에 눈물이 하염없이 흐릅니다.
3782598	오랜만에 명작을 봤습니다. .그 속에서 흐르는 눈물을 주체할 수 없엇습니다.
3782596	이영화는 정말 최고다. 관객과의 의사소통을 이렇게까지한 영화는 처음인거같다.
3782594	마지막 반전에 등골이 오싹해졌다... 최고의 영화..
3782592	스티븐 스필버그를 뛰어넘는 엄창난 수작이군요.
3782512	말이 필요 없다
3782487	레알재밌네여 <코프리카>
3782427	영화에 RPG게임을 대입할 줄은 스필버그도 생각못했겠어요. 제인생 최고의 영화입니다
3782418	내인생 최고의 영화
3782417	레알 재밌다! 시대를 잘못탄영화
3782416	헐 쩌네
3782380	최고의 영화
3746260	성냥,니가사라 라이타
3744405	처음 극장가서 본 영화. 나는 저주받았다!!!
3722013	어릴때 극장에서보고 성인되어 다시본...JP가 나왔었다는게 놀라울뿐이고.....
3712353	최고의영화였습니다
3679939	진짜 재미없음
3675254	에효..
3648305	무능력한자가 노력없이 객기부리며 발악하는 느낌의 결정
3640755	클라멘타인에 버금가는 금세기 명화
3640520	과유불급.. 너무나 지나친 과욕이 재양을 불렀다.
3629558	진짜 잼 없음
3626629	한국역사에남을 대박망한영화 '성냥팔이소녀의재림'ㅋㅋㅋㅋ
3577268	어릴적 너무 재미없어서 충격받았던 영화.....
3574907	아까운 영화다. 시도하려고 한 바는 좋았는데..괜찮은 거 나올 수 있었는데. 아쉽다.
3569513	사상최악.
3535121	음.. 머랄까.. 내용면보단 신비성으로 봐야할 영화..볼만하던데;;ㅋㅋ
3511119	개 쓰 렉 이 초 개 쓰 렉 이
3498284	이거 개봉할때 본건데 재밌게본건 나뿐??
3441243	0점을 줄수 없어서 아쉬운 이 마음
3417387	예고편을 보시라...예고편만 봐도 이 영화가 똥덩어리임을 짐작케 합니다 ㄱ-
3414062	당시 레인오브파이어를 본게 정말 다행이라 생각했었던;;;;;;;;;;;;;;;;;
3401869	클레멘타인과는 비교도 할 수없는 영화
3401446	별반쪽도 아깝군
3387217	이거 돈주고 보고 진짜 죽고 싶었다
3383701	중간중간 나오는 욕설조차 허접하다.. 욕이라도 실감나게 하던가...
3381348	스타워즈의 열기를 잠재워버릴 거대한 영화
3376105	지금 케이블방송으로 한는거 보는중이다. 나는 저주받았다!!!!
3375558	재미있는 이야기 하나 해 드리죠. 전 이거 극장에서 봤습니다.
3368866	관람후 평점이 더웃기다 ㅋㅋ
3367855	재앙의 재림
3363054	" 짜장면으로 맞아볼래 ? "
3345080	쯧쯧쯧쯧쯧쯧쯧쯧쯧쯧쯧쯧쯧...
3332838	도대체 0점은 왜 없는건데 진짜 짜증 작렬이다. 말로는 다 표현할 수 없는 이 분노
3325921	내 생에 최고의 자비로운 기부다.
3323560	아깝다..ㅉㅉ
3304852	아오 짜증나
3301767	SF영화계의 전설.. 보는 내내 느껴지는 전율을 금치 못했다.
3295695	별 반개도 아깝다.
3295051	나는 관대하다
3270422	작품성에 눈물이 멈추지않았다... 최고다.
3238210	와 이거 X나게 재밌는데 왜망했다는거지?
3236389	긴급조치19호와 함께 칸영화제에서 평가해야할 의미있는 수작
3231121	짜장면으로 맞아볼래??
3220949	나만 죽을수없지
3220068	별 생각없이 봤지만 아이디어도 괜찮고 재밌었다 평점이 왜이래;
3219618	플짤로 잠깐 본 영환대도 뼛속깊이 느껴지는 쓰레기 영화의 느낌 OOO
3218011	욕은 넘치고 재미는 없고...
3214763	이게 짜장면으로 맞아볼래 그영화군요 그 부분만봣을때 10점가능합니다
3214213	당시 이 영화가 제작될수 있었다는것이 놀랍다. 임은경의 미모에 1점...
3207279	지멈날 뺨치는 영화 ㅋㅋ
3191308	한국 SF작의 첫걸음..하지만 아무나 할수있는게 아니다
3173302	아 1점도 아까워
3172215	이게 영화냐
3168599	내 인생의 재앙은 극장에서 이 영화를 보며 시작되었다
3144045	뭐 이딴 쓰래기가 다있나.. 씨발... MP5들고 OO을 하냐..
3136070	ㅄ영화
3123695	한사람이라도 더 구하기 위해 빨리 2점대로 끌어내려야만 한다!
3121475	이건 아니야....영화와 배우가 감독의 장난감은 아니잖아
3086990	시대를 앞서간 영화....ㅠㅠ
3086978	나만 죽을수 없다
3082937	짜장면한테 맞은 놈들이냐?? 이게 어떻게 3점이 넘냐??
3078360	진흙 속의 진주를 밝견했을 떄의 기쁨을 누리고 싶다면 이 영화를.
3077336	지나치게 저평가된 한국최고의 SF액션영화..이걸 이해했다면 지적수준은 하버드그이상
3075860	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 자장면압권이다 진짜 ㅋㅋㅋㅋ
3067358	이게 3점이라는게 기적이라고 생각
3062661	100억은 어디로 ~?
3030813	나는 관대하다
3028627	재미있었음.. 지나치게 저평가된 영화라 생각함
2997936	흠냐. 손발이 오그라드는 것 같다.
2990303	와 진짜 이런영화 돈 투자하면서 왜 만드니 .--
2974083	닥치고 π사수 ㅇㅇㅇ
2970249	다세포소녀는 포기했지만 이건 가능성있다
