id	document
13384850	토르 지루하지않고 재밌었음
13384846	기대한만큼 재미있어요!ㅋㅋ
13384843	스트레스 확 날라가는영화~~
13384833	머리카락 짧은 토르 멋있다! 쿠키영상이 아쉽다. .
13384832	보다울었어요 토르가너무 멋잇어요ㅠㅠㅠ
13384831	ㅋㅋㅋㅋ 토르 시리즈 중 제일 재밌었는데 왠지 좀 길게느꺄쟜다ㅜㅜ
13384828	전편가는다른코미디가많이가미된듯한가족이같이보면좋은영화인듯합니다.토르의컷트유행할듯요^^갑자기나타난 누나가엉뚱하긴하지만강력한카리스마짱입니다~~^^아스가르드가사라진토르는어디에정착을할것인지궁금하며발키리의등장또한앞으로어떠한전개로진행될지다음편이기다려지네요~~^♡^
13384823	미국코미디 잼 나여 ㅋㅋ
13384816	멋있고 재밌지만 내용은 별내용없긔
13384809	액션을 좋아하는 아들은 재미있어하네요
13384802	나 솔직히 토르1,2되게 토르 매력없게봄 근데 이거는 ㄹㅇ ㅋㅋ존나 윳으면서 봄
13384793	굿~잡! 도장 쾅~!쾅~!
13384783	이제는 마블시리즈 영화라면 한 편도 놓치면 안된다는 강박이 생긴듯. 누가 주인공인 영화라도 다음에 이어지는 마블 영화를 보기 위해서는 전 편에 대한 이해가 필요해서. 그런 이유로 봤을뿐. 사실 토르 시리즈는 그닥 재미있다고 생각되지는 않는다.
13384771	망치가 전부라는 것이 아니었다.
13384769	토르 드디어 진정한 천둥의 신이 됐다!
13384747	스포내용과 좀다른부분에 실망이 좀 들었어요.스포는 스포일뿐인건가..?
13384740	재밌어요! 추천합니당
13384734	시간가는줄 모르고 잼있게 봤어요
13384729	지루함 없이 재미나게 잘 보았어요~
13384722	동성이랑 봐야함... 썸남이랑 보면 썸남이 오징어로 보인대서 친구랑 봤는데 둘다 만족하고 나왔어요..
13384712	볼요소는 꽤 있는데 스토리를 좀 끄는 느낌..
13384711	왠지 모르게 계속 가디언즈 오브 더 갤럭시 2의 느낌이 계속 났다.
13384708	개인적으로 1,2 편보다 훨씬 잼났음 굿잡
13384701	그냥저냥볼만했던것같음
13384700	기대안하고 봤는데 역시 재밌네요!ㅎㅎ
13384694	망해버린 토르 시리즈의 귀환, 레트로풍 연출과 유머로 성공적으로 복귀했다.
13384690	아주 조았어 완벽해 역시 마블은 진리
13384689	시리즈 중 최고임엔 의심할 수 없다.
13384675	토르1 보고 믿고 거르는 토르였는데 토르3 보고 믿고 보는 토르됨.
13384674	토르 완전 재밌어요~!
13384666	시리즈가있었으니봤다 헐크가 말하다니 ....
13384664	영화 시작하고 끝날때까지 손 모아서 봤다보는 재미, 듣는 재미 ㅋㅋㅋㅋ
13384648	8살 아들과 함께 봤는데 아이도 웃을만큼 적절한 유머와 화려한 액션 아주 재미있었어요~ 평소 아들과 마블 영화즐겨보는데 어벤져스 맴버도 깨알 출현 해주시니 지루하지 않고 즐겁게 보다 왔습니다~
13384639	토르의 전편들과는 차이점을 두면서 장단점이 있지만 확실히 재밌다!
13384638	역시 토르 재미있네요 하지만 좀 긴것 같은 느낌이었어요
13384629	지난번 꺼는 9점 정도 였는데 이번꺼는 10점임 케이트 블란챗 불량이 생각보다 적어서 좀 아쉬웠음 ㅠ 조연이긴 해도 ㅠ
13384615	진짜 번역... 진짜... 번역한분 제발 사퇴좀
13384593	예전편보다 뭔가 자연스럽게 연계도 잘되고 코믹성도 포함되어잇어서 편안하게 잘봣습니당
13384592	인피니티 워의 기대감을 높여주는 영화
13384585	넘 재밌었어요 또보고싶음
13384578	역시 믿고 거르는 평론가 평점
13384574	잼잼잼잼재재잼있었음
13384556	스토리가 중간에 약간 지루 하긴 했지만 꾸르잼
13384555	재미있게 잘 봤어요~애들도 좋아하네요~
13384554	재밌게 잘봤습니다~ 마블특유의 재미가 있네요
13384529	액션도 괜찮고 간혹 웃긴장면도 나와서 좋았음
13384519	가볍게 재미있게봤어요
13384514	핵꿀잼두번봐도 될 거같아요
13384499	노잼 요즘마블영화 왜케 재미없냐
13384496	꿀잼이였지만 뭔가 아쉬운 부분이 있었다
13384472	전편보다 훨씬 유쾌해진 속편
13384463	재밌게 봤습니다...
13384456	외국영화를 싫어하는 편인데, 스펙타클한 액션과 못된사람들은 언젠간 벌을받아서 착하게 살아야겠다는 생각을했습니다..
13384454	나만 재미없었나? 마블 본거 중에서 젤 노잼 ㅠ
13384448	처음 대결과 각성하고나서의 격투할 때 배경음악과 영상이 참말로 잘 어울리더라고요 멋있어 죽을뻔함.
13384437	생각보다재밌네요!!
13384425	아이들이 좋아할것 같아 봤는데 제가 너무 재미있게 보았습니다.
13384418	토르 솔로 영화면서도 MCU의 흐름이 잘 이어지는 재밌는 한편이었네요! 다음 마블 히어로 영화도 기대됩니다^^
13384417	재밋음!!! ㅠ허무한 부분도 있었지만 여윽시 토르행님
13384412	토르 시리즈 중 가장 재미있게 봤습니다
13384396	레드제플린의 ost가 나올때 온몸에 소름이 돋았다.
13384383	번개구름 하나에 얼마죠?
13384379	손발오그라들지 않는 히어로무비
13384373	으악 제발 머리만은... 스탠리 아저씨의 옳은 결정!
13384357	언제나 믿고보는 마블영화, 토르도 예외는 없었다.
13384344	캐릭터성이 굉장히 좋다. 마블의 또다른 수작.
13384342	재미져요 여친이랑봐서
13384325	완전한 개그캐릭으로 자리잡은 토르와 이름만으로도 빵 터트려주는 토니스타크
13384308	토르영화인가 헐크영화인가.. 허당끼 있는 근육돼지 둘의 마블표 버디무비 케미
13384306	꿀잼 !! 다들 코믹연기가 늘었어 ..
13384291	굿굿굿굿넘나 재밌어용
13384285	글쎄요 기대를 너무 많이 했나봐요ㅠㅠ 생각보다 실망이 크네요지루하기까지 했어요
13384271	토르는 맨날 재밋어 꿀잼
13384270	잘만든건 인정해줘야지
13384267	스토리 몰라서 걱정했는데. 그것과 상관 없이 재미 있게 봣네요
13384262	역시 믿고 보는 토르 재미 있었습니다
13384252	토르 멋져! 다음편도 나올꺼 같은 느낌적인느낌
13384243	마블은 뭐든 정답이다.
13384237	엔딩쿠키 두번째영상.. 핵 어이없었음ㅜㅜ 하지만 대체로 재밋었음!
13384235	코믹 경쾌. 하지만 액션은 2프로 부족했다. 신 끼리 싸우는데 .. 임팩트 아쉽더라
13384232	재미있었어요 많이많이
13384212	재밌어서 시간가는줄모름
13384208	하이템플러 아콘 브래드피트
13384203	곧 나올 블랙팬서와 어벤져스 인피니티워가 자연스레 기대되네요~~
13384201	재밌어요 무조건 재밌어요ㅋㅋ
13384187	헬라가 너무허무하게 죽....
13384185	초딩용 영화지만 그럭저럭 시간 떼우는데 좋았어요 ㅎㅎ
13384184	최고예요^^♡ 재미있게 잘봤습니다.역시 토르~~~♡♡♡
13384181	생각없이 재밌게 즐길수 있는 영화입니다!!
13384179	ㅏㄹ라아라라아라라아핳
13384174	평점 9.2 잼남추천함요.
13384171	이게 정말 마블이 만든 영화인가 싶을 정도로 재미가 없다.스토리와 액션, 유머가 다 어중간하고 최근 만든 영화라기 보다는 90년대? 2000년대?에 만든 영화 느낌이 난다.마블 영화를 보고 실망한 경험이 거의 없는데 이건 참..
13384154	Kneeeellll
13384152	게임하는 것 같은 느낌. 재밌었음
13384135	역시 마블의 영화는 그냥 믿고 보면 됩니다..절대 후회없는 토르 최신작 강추드립니다!!!
13384129	그간 제가 느낀 마블의 품위가 떨어진 느낌이지만 코메디로는 최고얔ㅅ어욯ㅎㅎ
13384127	재미있네요 아이가좋아해요
13384121	화려한액션,순간즐거운눈
13384113	이런류의 영화를 좋아하지 않아서 킬링타임용으로 봤는데 기대이상으로 재밌네요~~
13384103	기대한 만큼 재밌었어요
13384097	신나고 재밌고 스트레스 풀려요
13384092	로키가주인공이네ㅋㄱ
13384085	ccghjjcxdrhj
13384084	CG만 왕창 때려놓고 스토리는 뚝뚝 끊김 하지만 애들은 재밌게 볼 영화인듯 근데 좀 허접했음..
13384082	부모님이랑 봤는데 즐겁게 본거같아요
13384073	아이들이 좋아할듯..
13384069	헐크!가 최고야 토르 머리 자른것도 잘어울림
13384064	볼까말까 고민하다 아이들과 봤는데 안보면 후회할뻔 했습니다정말 강추합니다
13384062	졸잼입니다 졸잼입니다
13384042	약간 지루하고 어벤저스 보다 재미없지만 흥미진진하고 액션이 좋았다 . 이건 진짜 영화관에서 봐야됨 사운드 때문에 어벤저스 보고 싶다 ㅠㅠ
13384033	역시 짱 ~~ 신랑이랑 12살 딸 ~너무나 재미있게봤네요 ~~^^7살딸은 아직 못모르고 봤지만요 ~~^^그리스신화 계속 영화로 많이많이 나왔으면 좋겠어요
13384024	재미있었습니다. 신기방기
13384022	영화도 영화지만 ost정말 짱이였음 중독성 갑이라 평생남을듯 토르시리즈중 가장재밌뜸 강추!!
13384020	오랜만에재밌게 잘 봤음
13383984	시간보내기 좋았습니다
13383976	핵졸잼 우리형봐서 굳굳
13383957	시험기간동안 보고싶어죽는줄 알았는데 시험끝나고 어제 봤어요 ㅠㅠ 진짜 역시 믿고보는마블
13383949	재미잇어요 4d로 볼걸그랬어요
13383945	너무 잼잇어서 눈물이 날 지경입니다요
13383927	조금 정신 사나움 그리고 피곤할 때 보면 안됨 피곤함 영화가 길기 때문.
13383923	재밌다고해서 보러갔는데 박진감 넘치고 진짜 재밌었음 마블
13383912	재밌게 잘 봤습니다. ㅎㅎ
13383910	재밌는거같아요 ....
13383906	원작과 내용과 의미가 다르지만 마블특유의 유머에 웃고갑니다~!
13383899	완죤재밌음 강추에요~@!!!!
13383897	꼭보세요 넘 재미있습니다.
13383892	역대토르시리즈에전혀뒤쳐지는것도없고 보는내내흥미유발재미났어요~* 다음편기대되요!!!!
13383891	마블의 역대급 수작이라고 생각함..
13383883	화려한 장면과 탄탄한 내용이 조았음
13383877	마블의 팬으로서 기대했던만큼 재밌게 관람했습니다..앞으로 나올 블랙팬서 와 어벤져스4 인피니티워도 무척 기다려지내요..
13383875	죽음의 여신 ‘헬라’가 아스가르드를 침략하고, 세상은 모든 것의 종말 ‘라그나로크’의 위기에 처한다
13383869	영화보는동안내내 즐거웠습니다.
13383865	애들이랑 볼만하네여..
13383855	마블~~~~ 재밌어요!!!!
13383822	역쉬 토르~~^^ 머리 스탈 핸섬하네요~~ 지루하지않고2시간이 그냥~~
13383818	진짜 꿀잼 걍 보셈 토르랑 결혼할 예정
13383804	난 왜 재미없지 ....
13383797	스릴있고 캐릭터들도 넘 연기를 잘해서 아이들과 잼있게봤어요..영화보고 집으로돌아오는내내 아이들이 잼있었다고 얘기하네요^^
13383783	보는 내내 흥이 폭발합니다. 토르 시리즈 중 최고! 헐크는 귀요미. ㅎㅎ
13383781	우어도아루어오듀ㅏ어앙
13383775	저기 멀리에서도 누나는 나쁜존재임!
13383765	울엄마가 8점이래요난 재밌었음
13383762	재밌었음 아주 대만족임
13383760	기대하고 받는데 기대 이하네요
13383757	지금까지 본 마블영화 중 최고였음
13383741	'천둥'의 신 토르 : 라그나로크. 액션, 모험, 판타지, SF? 그 위에 코미디.
13383727	헐크의 비중이너무큰듯ㅋㅋ 결말도 너무싱겁지만~토르가 진정한천둥의 신으로 탄생한점에 별드림ㅎㅎ
13383711	두번 봐도 재밌었음. 아이언맨이 장발양아치라고 한 토르, 이번엔 좀 달라짐
13383710	킬링타임으로 볼만하네유
13383698	아무생각 없이 볼수 있는 영화를 골라서 봤는데 굿 초이스.여기 마블영화의 팬 1명 추가요..
13383696	확실히... 그냥 애들보기에는 적당한 영화같다... 뭐 박진감도 없고... 스토리 긴장감도 없고. , 시각적 효과만 왕창넣고... 성인이 보기엔 별 감흥없는 영화
13383688	호불호가 갈리는 영화지만 나는 재미있었음영상미와 헬라. 안어울리는듯 어울리는 개그와 토르, 헐크 캐미 굳
13383680	가벼운 개그만 늘어 놓다가 끝남...
13383676	오야스 오야스 오야스 재미잼
13383670	아이들 이랑 보기 재밌네요
13383663	꿀재미 세상재미 우주재미
13383645	너무재미있게 잘 보았어요
13383642	판타지 느낌의 스케일이 멋지고 잔잔한 재미도 보는내내 지루하지 않아 좋았다
13383638	토르 넘나 멋져요. 역시 완전 잼나용ㅎㅎ
13383637	시간 지나가는게 아까울정도로 재밋는 연화
13383635	2번 봐도 재밌을 것 같은 영화
13383631	ost 굳굳!!! 토르 천둥의 신으로 각성하는 장면 소름쫙!
13383612	마블시리중에서도탑급
13383596	레알루 짱잼입니다.강추강추.두번보세여
13383591	재밌고 무겁지 않고 꼭보세영
13383592	재밌고 무겁지 않고 꼭보세영
13383580	재밌어요!!! 전시즌 안조고 봐도 재밌음
13383573	킬링파트 되게 많았고 엄마가 저보다 토르를 더 좋아하셔서 가족 모두 재미있게 봤어요
13383564	It was nice to watch
13383562	너무 재미있었어요~~~
13383554	정말재밌어요!!!!
13383550	마블 영화보고 소름돋은 건 처음. 특히 후반부에 레드제플린 노래 나올 때의 전율은 못 잊을거다ㅠㅠ 사랑해요 발키리
13383536	토르는 역시 머리 빨이 아니였아ㅓ...
13383526	미국이 위대한 이유는 마블스튜디오 같은 영화제작사를 가졌기 때문이다
13383524	토르가 너무 멋지궁 너무 재미있음 강추
13383522	역시 마블은 토르!! Good!!
13383508	오늘 봤는데 너무너무 재밌었다!! 첨에 기대 안했지만 보고 나니 너무너무 꿀잼이엿음ㅎㅎ(토르 머리 짧아지니까 너무너무 멋있는....ㅋㅋ) 이 영화 강추합니다!
13383507	스토리 산만하고 지루.
13383506	헬라 발키리 최고 토르 로키 귀여움
13383493	내용은 약간부족하지만 스팩타클한 영상은 최고네요
13383478	머리 짧은게 훨씬 나아 보이네요.ㅋ
13383467	아이들과 재밌게 봤어요
13383466	후ㅜ다들 너무 귀여움 ㅜ
13383445	토르 각성때 나오는 비지엠 최고네요 세상에 이런 음악이 있었다니!!
13383434	시간 가는줄 모르고 너무 재밌어요
13383430	잼따 다음 시리즈는 뭘까여
13383426	재밌는데 토르 눈 한쪽 잃는거 맘에 안들어요 ㅠㅡㅠ
13383419	트럼프가 이민자 안받는데 다른별 찾아봐.
13383396	시간 가는줄 모르고 봤습니다.
13383390	재밋어요 간만에 만족하네요.
13383383	어떻게보면 토르가 세상 강한 캐릭터인데 점점 강해질 토르를 위하여
13383381	10살 아들하고 봤는데 재미있어 하네요
13383379	비급 영화 입니다 저랑은 안맞음
13383327	홈커밍에 이어 너무 좋았다♡브금도 짱!
13383297	너무 기대만큼 재미잇엇고 다음에 나올영화가 기대되요
13383281	꿀잼 지루할틈이 없다 후회할일없는 영화
13383278	반전이많았고 재미있는 부분도 많이있었다
13383272	뒷쪽으로갈수록 유치했음
13383264	....아 괜찮아요 라그나로크 헐킈
13383261	이젠 토르로 갈아타야겄다
13383255	도와줘 작전! 핵이득!
13383252	재미있어요 여전사 멋있어요
13383236	ㅋㅋ재밌고좋음??또 보곱
13383234	토르는 역시 개 잘생김ㅜㅜ
13383226	토르 꿀잼각 인정? 어. 인정~
13383218	꿀잼~~마블 시리즈 잘 안보는데 재밋었어요
13383214	토르와 로키의 케미가 엄청나고,,, 다시 보고 싶은 영화
13383210	어밴져스보다 재밌었음
13383208	토르 처음부터 다시보고싶네요
13383206	두시간내내잠만잣네ㅡㅡ
13383204	조조로보려고했는데 늦잠잠
13383196	ㅋㅋㅋ헐크본순간 엥ㅇ????재밌어요 유쾌함
13383195	넘나 재미 있는거!!ㅋㅋ
13383187	유쾌하고통쾌하네요아이어른모두즐겁게봤어요~
13383186	아이들과 너무나 잼있게 잘 봤습니댜
13383182	이전 토르시리즈보다 훨신 재밋어요
13383180	너무재밌네요추천고고
13383177	굿!!잼나게 봤어요 쫌 유치하긴했지만 시간가는줄모르게 봤네요 애덜이랑 보기에딱인영화
13383167	보오올오올올만 해요오오오
13383164	쏘쏘해여 그냥 볼만합니다
13383160	잘 만들었네요, 추천이요!
13383154	재미있어요~~ㅋㅋㅋㅋ
13383148	그냥 안보면 후회한다 모든배우에게 반해버렸다
13383122	액션이 화려해서 눈이 즐거워요.
13383096	상상력과 흥미를 자극하는데있어 재미를 줌
13383083	정말 재밌게 봤네요!!
13383077	만화샅은 구성. 스케일 자꾸 키우는데 나중에 감당할 수 있을지.
13383075	일단 재미는 있음전작들에 비해 흐름도 빠르고 복잡한 내용이 없음그리고 가오갤같은 코믹적인 요소가 많음
13383070	재밌닭 오늘 저녁은 치킨이닭
13383041	토르와 헐크 둘다 좋아하는 캐릭터라 좋았어요~!!소소한 개그요소도 재미있고 새로운 캐릭터들도 재미있었어요~!!
13383020	애들이랑 재밌게 봤어요 어색한 코믹만 좀 자제 했더라면 더 괜찮았을것 같네요
13383019	적절한 유머와 액션.. 시간가는줄 모르고 봤습니다.
13383013	깨알 재미가 돋보였어요~
13383011	토르 시리즈중에 제일 재밌게봤어요
13383009	걍 넘 뻔하고 구런데 헬라가 넘 멋있었어요 발키리랑 ㅋㅋㅋ 햄식은 여전히 귀엽고 ㅋ 그거 보는맛에 봤습니다 그거 아님 좀 실망스러웠네요 ㅜ.ㅜ 좀 다른 발전된 재미를 기대했으나 거기까진 미치지 못했구요
13383006	적당히 마블스럽게 재밌음
13382999	진심 개그코드 잘맞고 보기좋았음 지루하지도않고ㅋㅋㅋ진지함보단 액션과 캐릭터들에게 집중해서보면 좋을듯ㅋㅋ
13382996	역시는 역시다 봐야한다
13382988	꿀잼 꿀잼 꿀잼~미쿡식 개그코드
13382983	재미있어용 잘 봣습니다
13382973	재미있습니다 꼭 보세용
13382972	음악이 신나고 재미있음
13382970	개꿀잼 아이맥스로 못봐서 아숩다 아수워...
13382956	킬링타임용으로 좋았요. 블란쳇 표정 연기 역시 좋았습니다
13382939	케이트 블란쳇 아름다워요.
13382935	1편은 참 재밌었는데...너무 티나는 cg에 웃기지도않은 말장난.쓸데없는 캐릭터는 많아서 조잡하기까지...해피데스데이,러빙빈센트,침묵이 토르보다 몇배는 좋았음.
13382933	크... 토르가 이렇게 까리했다니 완전 간지남
13382913	유쾌하고 다양한 씨지 효과로 눈이 즐거웠습니다~
13382903	분명 토르를 보러갔는데 헐크의 팬이 되서 나오는 그런 재밌는 광경을 볼 수 있다!!! 영화를 보고 나온 사람들을 보면 모두가 헐크를 따라하며 꺄르르 웃고 나온당 ㅋㅋㅋ
13382869	잘 만들어진 오락액션 블록버스터입니다~~헐크의 목소리 매력있어요ㅋㅋ
13382859	토르 작품중 가장 재치있고 잼있음
13382856	유쾌하고 케릭터들도 다 개성있음
13382849	믿고보는 마블 재미있어요
13382848	본격 개그 듀얼로 나선 또르와 롹히. 웃음은 배가 되고 진중함 따위는 아스가르드와 함께 우주속으로~케이트 블란쳇 낼모레 50인데 몸매가 어이쿠야♥♥♥
13382846	꿀잼ㅌㅌㅋ핵잼 ㅋㅋㅋㅋ역잼ㅋㅌㅌ
13382843	토르 라그나로크 상상 그 이상 화려한 액션과 스케일, 죽음의 여신 헬라의 어둠의 포스 , 도와줘 작전을 창피해 로키
13382797	마블의 유머강박증이 심해지고 있다.
13382791	재밌다...개꿀잼 인정합니다
13382784	늘 그렇듯 딱 그 정도인 히어로물
13382770	재밌어요재밌어요재밌ㅇ?ㄱ요
13382767	재밋음 근데 정신없음...
13382758	시각적으로 재미있었음
13382728	이게 영화인가? 뭔가? 영화라기 보다 마블영상 같다. 게임을 보는 것 같다. 처음엔 뭔 스토리인지 왔다갔다 갑자기 변하는 장면을 어떻게 받아들여야 할지 도통 모르겠다. 그런데도 젊은이들은 재밌다고 웃는다. 뭐가 웃을만한 건덕지가 있는지 이 또한 도통
13382723	역시 마블 갸꿀잼 ㅋㅋ 개그요소 많아졋다 토르
13382653	헬라와 한판을 기대했는데 허무한 결말 ㅠㅠ
13382647	믿고보는 마블믿고보는 배우분들토르는 극장에서 본적이 없었는데 너무 재미쪙ㅋ
13382627	토르와 헐크의 캐미가 굿굿
13382603	보는내내 즐거웠어요 역시 마블
13382602	토르 1,2에 비해 탈시리즈 급이네요
13382586	진짜. 조금은 b급 감성이 들어갔어서 킹스맨이랑 비슷한 느낌도 너무 많았고 대체적으로 지루 했어용 마블영화중에는 조금 평이 떨어지지 않을까 생각을 합니다
13382573	재밌어요!!!!ㅎㅎ
13382568	이건 무조건 무조건 봐야함
13382561	진짜... 토르시리즈 중 가장 재밋고 단편 마블히어로 시리즈에서도 탑3다
13382541	너무 재밋게 잘 보고 왔네요~
13382519	중점이 안잡히네요 그냥 웃긴걸로 보는듯요
13382518	재밌는데 마지막 엔딩이 너무 급하게 마무리하는 느낌?
13382512	짱짱맨토르짱짱맨쩔어드럿다
13382510	로키가 섹시하다 토르도 섹시하다.
13382509	유머와 액션의 조화, 토르왼 헐크의 조화
13382505	토르와 헐크 콤비가 이런 재미를 낼줄 몰랐다. 토르 알몸 보면서 몸매 아직도 기억에 남고 닥터스트레인지와 몇초 잠깐 나온 블랙위도우도 반가웠음
13382504	토르의 각성..겁나멋짐♥_♥그는 천둥의 신이었다!!!
13382499	꿀잼꿀잼 인정인정? 하는겅가망가
13382498	ㅎㅎ애들이랑잼나게보고왔네염~~ㅎㅎ또나오겠졍~~심쿵됐어용~~^^
13382490	적당한유머,적당한스토리
13382483	되게 웃기고 재밌었어요
13382474	심야로 보고 왔는데 정말 볼만하네요음악선곡도 좋구요
13382471	토르 시리즈 중 최고~! 토르의 멋진 얼굴, 몸매, 유머 모두 최고였어요!! 다만 잘생긴 눈이..ㅜ.ㅜ 넘 맘아파요..
13382469	B급도 아닌 F급영화 ㅜㅜ 반은잤다
13382467	중간중간에 웃기는 요소를 적정히 넣어서 지루하지 않고 재밋게 봤어요.심야시간대에 봤는데 졸리지 않았음
13382452	정말 굿입니다 굿이요.
13382443	스토리의 승. 헐크 대박입니다
13382435	인터넷으로 내용을 넘 심각하게 보고가서 그란지 내용면에서는 좀 아쉬운점이 있었네요
13382433	재밌어요~~~!^^
13382432	슈퍼익사이팅슈팅팝핑꿀잼무
13382429	가벼운게 장점이자 단점. 어쨌든 즐겁게 봤다. 히들이도 재입덕
13382412	좋아요토르재니나네요
13382391	매끄러운 스토리 라인 위로 다양한 캐릭터 서사가 잘 드러나 있는 점이 좋았습니다. 특유의 유머코드가 저랑 잘 맞아서 재밌게 봤네요
13382390	엔딩두번나오니까 챙겨조세용
13382379	초반에 살짝 지루하지만 중반부터 넘넘 잼남~ㅎ
13382378	비지엠에 반한영화 ! 실망시키지않는 마블
13382374	정말 재밌어요. 보면 후회 안합니다.
13382361	전작 안보면 이해못할수도 있겠지만 짱잼
13382360	좋은영화같네요 굿굿굿
13382356	잼있어요~~평점때문에 몇글자 적어 보네~ㅎㅎ
13382355	진짜 핵꿀잼 영화 처음부터 끝까지 완전 몰입 꼭 보세요
13382346	진짜 핵꿀잼입니다 액션좋아하시면 꼭 보세요토르 끝판왕!!!!
13382318	스토리는 뻔하지만 영상미가 ㅎㄷ ㄷ ㄷ 하네요...
13382313	광고만보고 헐크한테 진 줄알았는데 신은 신이구나
13382285	진짜재밌습니당 강추강추!!
13382278	만점짜리영화 너무 재밌었어요. 시간가는줄 몰랐음
13382273	영화가 굉장히 재미있네요.
13382272	진짜 재밌습니다 두번 봤어요!!!!
13382252	쿠키영상까지 너무 재미있었어용
13382242	믿고보는토르중간에 약간의 지루함은 있지만 몰입도 쩌르
13382220	대존잼대존잼대존잼이어라
13382218	발키리가 팀으로 되는 부분이 조금 억지스러웠지만, 전체적으로는 너무 재밌었던..!
13382213	채미이뜸 꿀꿀 시간가는지모름
13382188	지인들한테 추천해주고싶군요
13382170	간만에 재밌는 영화봄! 강추
13382167	아 정말 너무너무너무너무너무 재밌게 보고왔어요ㅠㅠㅠㅠ지루할틈이 없었던 영화
13382153	재미있어요재미있어요
13382152	캐스팅된 배우들의 인기, 수익등을 생각하면 어쩔수 없었겠지만....너무 원작무시가 심했다. 개인적으로 실망.
13382145	역대 마블영화중 제일 철학적
13382134	재밋다리리로리리리라리
13382102	진짜 개재밋음 로키 넘사랑스럽게나옴 ㅠㅠ
13382098	역시 마블입니다. 갈수록 재미있고 스릴 박진감 액션 유머 이제 다른 영화들은 재미 없어서 못보겠습니다
13382086	토르 1,2를 못보고 봐서 조금 아쉬웠지만 그런데도 재밌게 봤네요 중간중간 나오는 병맛(?)개그가 딱 제스타일이었어요 마블영화를 그리 즐겨보지 않던 제가봐도 너무 재미있었습니당
13382084	와 진짜1편2편 보고 토르 기대 안했는데..이번에 진짜 토르 매력에 빠졌다..개지린다ㅋㅋ
13382082	헐크가 너무 귀여웠다 헐크토르 케미가 진짜 꼭 보세요
13382080	노래가 정말 좋아요 매니아들은 좋아할듯
13382070	형제들의 싸움?안타깝습니다그래도 재미있네요
13382038	재밌어요 짱짱 토르콤보 개간지
13382037	정말 재미있게 봤어요~~중간중간 코믹한 부분까지 정말 만족하면서 봤어요ㅋ
13382031	너무 재밌게봤어요ㅋㅋ
13382025	헐크의 귀여움이 끝을 달린 영화이면서 토르가 망치의 신이 아닌 천둥의 신임을 다시한번 증명해주는 영화!! 개그까지 적절하고 보는 내내 웃음이 멈추지 않는다~!
13382020	잼났음 ㅎㅎㅎ천둥의신
13382010	대박 짱짱 재미있다 다시봐도 재밌다
13381995	아 두 번 봤는데 또 보고 싶음 존잼 특히 헤임달 진짜 멋있고 마지막으로 로키 수트 ㄹㅇ이다 진짜 닥스도 ㄹㅇ
13381982	아무 생각없이 동심의 세계로, 상상의 세계로!
13381981	그냥 100프로 재미로 ....
13381969	역시 믿고 보는 마블ㅎㅎ 토르 눈은 돌려줘어 ㅜㅜ
13381965	역시 마블 ... ㅠㅠ 재밋엇어요!!
13381964	마블을 좋아해서인지 모르지만 생각이상으로 잼있었습니다.
13381934	토르 중에 제일 재밌어요
13381930	예의상 2점 줍니다 딱 12세 초등학생들이 좋아할만 합니다. 초등학생들만 좋아라 합니다. 진부한 액션 판타지 지루합니다.
13381927	예상보다 재밌었습니다
13381923	오 굿 정신 없이 봤네요 !!! 역시 역시 실망하지 않았어요!
13381921	남자친구랑 같이 보기 좋은 영화인것같아요
13381913	재밋음. 그냥 심심풀이로 볼 만함. 오딘 죽을 때는 무뜬금이었지만... 발랄하고 경쾌함.
13381912	쓸데없는 러브라인이 없는게 제일 좋았다
13381903	마블영화 뻔하겠지? 하고 보기엔 아까운 작품. 물론 안 뻔하다는 것은 아닌데 뻔해도 재미있을 수 있음. 반전 집착증 아니라면 추천
13381879	꿀잼입니다.마블 매니아들은 무조건 보셔요!!!!
13381869	완전잼있어요 아들이랑 웃으며 스트레스날리고 왔네요
13381868	왕의 귀환 쿠키 2개니까 기다림은 필수!!
13381861	너무 재미있었어요♥끝이 너무 한꺼번에 전개가흐느더니 끝나버린 점도있지만 중간중간 빵터지는 부분들이 꽤 있어서재미있게 볼 수 있었어요~!ㅋㅋ
13381854	믿고보는 마블 노래신나고 액션 재밋어요
13381853	오졌다 또보고싶름ㅡㅜㅡㅜ
13381850	킬링타임 ㅎㅎ 잼나게봤어요토르 잘생겼는데 외눈박이 되서 아쉽네요
13381844	와 토르 꿀잼 ㅋㅋㅋㅋ 닥터 스트래인저도 나오네
13381842	그이상도 그이하도 아닙니다 맘을 비우고 보시면 됩니다
13381840	코미디영화였군요..ㅋㅋ
13381834	히어로 장르 어쩔땐 너무 유치해서 오글거리는데기대이상임 계속 빵터짐 유쾌하고 재밌었다
13381827	토르 1,2편이 취향이 아니라서 큰 기대안했는데 3편은 개그코드도 맞고 재밌네요ㅋㅋ
13381816	볼거리가 많은 영화엿습니다중간중간 웃기기도하고 잼나게 봣습니다
13381813	완전 환타스틱~~재미남
13381793	기대안하고 보았는데 재밌었어요. 나오는 비지엠도 웃기고 캐릭터들도 신선하구요~ 저도 그런 초능력이 있다면 참 좋겠다는 생각도 해봣네요!! 간만에 기분전환되는 그런 영화였습니다. 추천해요 토르토리토르 재밌는 토오르
13381791	재밌어요 시간 가는 줄 몰랐네요
13381785	볼만한영화재밌었다.
